Model,Accuracy,Norm_acc,Overall_logits_mean,Overall_logits_std,ECE_logits,Task,Num_choices,Model_name,Prompt,Model_family,Model_version,Model_type,Model_size
Mistral-7B-Instruct-v0.2_instruct_2,0.5657894736842105,0.4210526315789473,0.980563656428642,0.0640876325492418,0.4147741827444315,MMLU,4,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.6510067114093959,0.5346756152125279,0.9358391855185768,0.1371265859221862,0.2938929530517969,MMLU,4,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.615,0.4866666666666666,0.807172559598246,0.1994545215747714,0.1935932215768114,MMLU,4,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.6541353383458647,0.5388471177944862,0.9776810254479584,0.0765644757214594,0.3385626797753195,MMLU,4,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.4141414141414141,0.2188552188552188,0.867095921327608,0.1697270642030133,0.452954507186194,MMLU,4,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,0.4444444444444444,0.2592592592592592,0.8376488199687693,0.1832924415595162,0.4564548174889771,MMLU,4,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.6515151515151515,0.5353535353535354,0.8236305215443745,0.2053670961389015,0.172115370029223,MMLU,4,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.5527638190954773,0.4036850921273031,0.7379209305744879,0.2141410285571635,0.207056447866409,MMLU,4,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.6134020618556701,0.4845360824742268,0.8593077104441815,0.1758872629866192,0.2459056485885113,MMLU,4,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.675,0.5666666666666668,0.6808141753077507,0.2307607929589471,0.0861892735958099,MMLU,4,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.715,0.62,0.7554488705843687,0.2237052512891993,0.0565158546715974,MMLU,4,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.77,0.6933333333333334,0.7589321476966142,0.2170805630953692,0.0517839577049016,MMLU,4,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.7085427135678392,0.6113902847571189,0.7356546820707657,0.2191122000019708,0.0669724572843043,MMLU,4,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,0.78,0.7066666666666667,0.820602884143591,0.203299211456213,0.0624368940293789,MMLU,4,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,0.77,0.6933333333333334,0.8148805172741413,0.1898691407478446,0.0650015397369861,MMLU,4,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.62,0.4933333333333333,0.5584561278671026,0.2423903510281597,0.0899594057351351,MMLU,4,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.595,0.4599999999999999,0.5827706776559353,0.2484759886642572,0.046097302287817,MMLU,4,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.595,0.4599999999999999,0.5827706767618657,0.248475980645819,0.046097304970026,MMLU,4,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.645,0.5266666666666667,0.6511146809905768,0.2361607959343923,0.066740700379014,MMLU,4,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.635,0.5133333333333333,0.6341125113517045,0.2437769213917126,0.0636164896935224,MMLU,4,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.4271356783919598,0.2361809045226131,0.4217858816211547,0.1510210029800275,0.0321815494616427,MMLU,4,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.495,0.3266666666666666,0.4894444420188665,0.2076566017789441,0.0885790150612592,MMLU,4,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.6130653266331658,0.4840871021775544,0.6070315373602824,0.2498107124233458,0.0336783612193773,MMLU,4,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.5879396984924623,0.4505862646566164,0.605790533312601,0.2551292023554016,0.0543632342587763,MMLU,4,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.525,0.3666666666666667,0.4875265637040138,0.194149994184592,0.0699584197998046,MMLU,4,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.595,0.4599999999999999,0.9436856023940454,0.1315873721183297,0.3501762894172475,MMLU,4,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.7482014388489209,0.6642685851318945,0.9813601723848232,0.0647927354023951,0.2331587335359021,MMLU,4,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.8,0.7333333333333334,0.9790999397229404,0.0750625458241786,0.1851725644627173,MMLU,4,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.715,0.62,0.956396264916528,0.1079195773351042,0.2413962649165278,MMLU,4,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.535,0.38,0.7135926001391587,0.2151349231626098,0.1785926001391587,MMLU,4,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.56,0.4133333333333334,0.9711219434917993,0.0921284845309243,0.4111219434917995,MMLU,4,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.595,0.4599999999999999,0.9197023744751408,0.1435390692752244,0.3256222590972564,MMLU,4,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.54,0.3866666666666667,0.7936656909630585,0.174580004063372,0.2598575663306036,MMLU,4,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.38,0.1733333333333333,0.947846541522042,0.116652620428373,0.5685815344554243,MMLU,4,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.42,0.2266666666666666,0.8605666593263035,0.159409599857345,0.4405666593263036,MMLU,4,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.61,0.48,0.7161609031937363,0.2366869303900287,0.1073536397575333,MMLU,4,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.565,0.4199999999999999,0.7893282171047605,0.2043550473539376,0.2243282171047604,MMLU,4,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.58,0.4399999999999999,0.7607260007837152,0.2329893609669955,0.1807260007837152,MMLU,4,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.8636363636363636,0.7272727272727273,0.7793559296564623,0.1332357739081384,0.1286095732992346,cause_and_effect,2,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.8,0.6000000000000001,0.7566752910614014,0.1121693391846375,0.0639552474021911,cause_and_effect,2,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.8666666666666667,0.7333333333333334,0.8001778364181519,0.140479765078348,0.0699979941050212,cause_and_effect,2,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.8333333333333334,0.6666666666666667,0.7368155161539713,0.1335245752181262,0.0965178171793619,cause_and_effect,2,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.9666666666666668,0.9333333333333332,0.8007875065008799,0.1319256764850362,0.166815572977066,cause_and_effect,2,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,1.0,1.0,0.76062171459198,0.122831321498571,0.23937828540802,cause_and_effect,2,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.7692307692307693,0.5384615384615385,0.7834488841203543,0.1654804862789382,0.0553128811029287,cause_and_effect,2,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.8333333333333334,0.6666666666666667,0.6919751803080241,0.1424650899653813,0.1614618261655171,cause_and_effect,2,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.9166666666666666,0.8333333333333333,0.8122048874696096,0.1499838914844336,0.1602520098288853,cause_and_effect,2,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,1.0,1.0,0.7972444514433543,0.1345810212675214,0.2027555485566456,cause_and_effect,2,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,1.0,1.0,0.8566590611423764,0.1444169292087774,0.1433409388576234,cause_and_effect,2,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,1.0,1.0,0.8868730902671814,0.1245047430241744,0.1131269097328186,cause_and_effect,2,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.6,0.1999999999999999,0.5649066358804703,0.0571631307576836,0.0894064178069432,cause_and_effect,2,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.5333333333333333,0.0666666666666666,0.5671644032001495,0.0626405876004668,0.0408142507076262,cause_and_effect,2,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.6,0.1999999999999999,0.5866005788246791,0.0782785383763607,0.0861074179410933,cause_and_effect,2,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.5666666666666667,0.1333333333333333,0.5770442893107732,0.061984892815825,0.1700678914785384,cause_and_effect,2,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.6,0.1999999999999999,0.5866005808115006,0.0782784888312858,0.0861074437697728,cause_and_effect,2,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.5666666666666667,0.1333333333333333,0.5770443091789882,0.0619849164614832,0.1700678755839665,cause_and_effect,2,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.6333333333333333,0.2666666666666666,0.5991699467102687,0.0787552161244255,0.104760244488716,cause_and_effect,2,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
Mistral-Nemo-Base-2407_base_new_56,0.6333333333333333,0.2666666666666666,0.5732294380664825,0.0705636421574292,0.0933855235576629,cause_and_effect,2,Mistral-Nemo-Base-2407,base_new_56,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_45,0.7333333333333333,0.4666666666666665,0.6080415983994801,0.0861146828514603,0.1252917349338531,cause_and_effect,2,Mixtral-8x7B-v0.1,base_45,mistral,0.1,base,13
Mixtral-8x7B-v0.1_base_new_56,0.6666666666666666,0.3333333333333332,0.5834682067235311,0.0636169835049215,0.116480533281962,cause_and_effect,2,Mixtral-8x7B-v0.1,base_new_56,mistral,0.1,base,13
Llama-2-7b-hf_base_45,0.5,0.0,0.5927997529506683,0.0834098764138229,0.1203961193561553,cause_and_effect,2,Llama-2-7b-hf,base_45,llama,2,base,7
Llama-2-7b-hf_base_new_56,0.5333333333333333,0.0666666666666666,0.5888992230097453,0.1104374868741108,0.189476462205251,cause_and_effect,2,Llama-2-7b-hf,base_new_56,llama,2,base,7
Llama-2-13b-hf_base_45,0.6333333333333333,0.2666666666666666,0.5977823426326115,0.0923595670712989,0.2056361109018326,cause_and_effect,2,Llama-2-13b-hf,base_45,llama,2,base,13
Llama-2-13b-hf_base_new_56,0.5333333333333333,0.0666666666666666,0.6143537044525147,0.0852095736020001,0.1678940614064534,cause_and_effect,2,Llama-2-13b-hf,base_new_56,llama,2,base,13
Llama-3.1-8B_base_45,0.6666666666666666,0.3333333333333332,0.5992370555798213,0.0841232702914487,0.1062154322862625,cause_and_effect,2,Llama-3.1-8B,base_45,llama,3.1,base,8
Llama-3.1-8B_base_new_56,0.4333333333333333,-0.1333333333333333,0.5865020593007405,0.0787995025037366,0.186771551767985,cause_and_effect,2,Llama-3.1-8B,base_new_56,llama,3.1,base,8
Meta-Llama-3-8B_base_45,0.6333333333333333,0.2666666666666666,0.6085242688655853,0.0876315532902895,0.0757769326368967,cause_and_effect,2,Meta-Llama-3-8B,base_45,llama,3,base,8
Meta-Llama-3-8B_base_new_56,0.5333333333333333,0.0666666666666666,0.5881955444812774,0.0785538012832159,0.0548622111479442,cause_and_effect,2,Meta-Llama-3-8B,base_new_56,llama,3,base,8
Llama-3.2-3B_base_45,0.5666666666666667,0.1333333333333333,0.5871592988570531,0.0605717173603331,0.0751569221417109,cause_and_effect,2,Llama-3.2-3B,base_45,llama,3.2,base,3
Llama-3.2-3B_base_new_56,0.4333333333333333,-0.1333333333333333,0.5821358422438304,0.0878625934924458,0.1830406486988067,cause_and_effect,2,Llama-3.2-3B,base_new_56,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_2,0.6896551724137931,0.3793103448275863,0.81316172277532,0.1497077919270385,0.1665431946648397,cause_and_effect,2,Qwen2.5-3B-Instruct,instruct_2,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_2,0.9333333333333332,0.8666666666666667,0.9087977230080994,0.1316358212098098,0.0615003079892624,cause_and_effect,2,Qwen2.5-7B-Instruct,instruct_2,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_2,0.9,0.8,0.9895924095726798,0.0443807011927501,0.0895924095726797,cause_and_effect,2,Qwen2.5-14B-Instruct,instruct_2,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_2,0.8666666666666667,0.7333333333333334,0.9768499943032332,0.0505769746802649,0.1492017196978283,cause_and_effect,2,Qwen3-4B-Instruct-2507,instruct_2,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_2,0.6,0.1999999999999999,0.7476784017399603,0.1320628516199495,0.2718042001225637,cause_and_effect,2,Mistral-7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_2,0.8181818181818182,0.6363636363636365,0.9999004004435116,0.0002960411289862,0.1817185822616932,cause_and_effect,2,Mistral-7B-Instruct-v0.2,instruct_2,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_2,0.5,0.0,0.9810234688430284,0.0351324429795258,0.4810234688430285,cause_and_effect,2,Mistral-7B-Instruct-v0.3,instruct_2,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_2,0.7,0.3999999999999999,0.7657486771047657,0.1658929591784014,0.1310576975716483,cause_and_effect,2,Mistral-Nemo-Instruct-2407,instruct_2,mistral,nemo,instruct,12
Mixtral-8x7B-Instruct-v0.1_instruct_2,0.7692307692307693,0.5384615384615385,0.9865450807152528,0.0441920780330889,0.2419680968206279,cause_and_effect,2,Mixtral-8x7B-Instruct-v0.1,instruct_2,mistral,0.1,instruct,13
Llama-2-7b-chat-hf_instruct_2,0.4285714285714285,-0.1428571428571429,0.952845659933455,0.0977349841467437,0.5335803328441147,cause_and_effect,2,Llama-2-7b-chat-hf,instruct_2,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_2,,,,,,cause_and_effect,2,Llama-2-13b-chat-hf,instruct_2,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_2,0.7666666666666667,0.5333333333333334,0.8262207958348137,0.1439225872548436,0.1541201705197759,cause_and_effect,2,Meta-Llama-3.1-8B-Instruct,instruct_2,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_2,0.5333333333333333,0.0666666666666666,0.8706789340750312,0.1394308192213797,0.3376487498671123,cause_and_effect,2,Llama-3.2-3B-Instruct,instruct_2,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_2,0.8,0.6000000000000001,0.9427665535769584,0.0778952235026196,0.1427665535769583,cause_and_effect,2,Meta-Llama-3-8B-Instruct,instruct_2,llama,3,instruct,8
Qwen2.5-3B_base_withoutConfidence,0.7666666666666667,0.5333333333333334,0.7806234657764435,0.1180726081502036,0.1701238691806793,cause_and_effect,2,Qwen2.5-3B,base_withoutConfidence,qwen,2.5,base,3
Qwen2.5-7B_base_withoutConfidence,0.8666666666666667,0.7333333333333334,0.8215579609076182,0.1492866072318353,0.1247925539811452,cause_and_effect,2,Qwen2.5-7B,base_withoutConfidence,qwen,2.5,base,7
Qwen2.5-14B_base_withoutConfidence,0.9666666666666668,0.9333333333333332,0.8165792346000671,0.1111670148748971,0.1500874320665995,cause_and_effect,2,Qwen2.5-14B,base_withoutConfidence,qwen,2.5,base,14
Qwen3-4B-Base_base_withoutConfidence,0.8666666666666667,0.7333333333333334,0.8074619829654693,0.1437369110809153,0.1337478458881378,cause_and_effect,2,Qwen3-4B-Base,base_withoutConfidence,qwen,3,base,4
Qwen3-8B-Base_base_withoutConfidence,1.0,1.0,0.8780700504779816,0.1274866340462231,0.1219299495220184,cause_and_effect,2,Qwen3-8B-Base,base_withoutConfidence,qwen,3,base,8
Qwen3-14B-Base_base_withoutConfidence,1.0,1.0,0.9213546673456828,0.1007154442811426,0.0786453326543172,cause_and_effect,2,Qwen3-14B-Base,base_withoutConfidence,qwen,3,base,14
Mistral-7B-v0.1_base_withoutConfidence,0.5333333333333333,0.0666666666666666,0.5641263117392857,0.0571035466051085,0.0880137989918391,cause_and_effect,2,Mistral-7B-v0.1,base_withoutConfidence,mistral,0.1,base,7
Mistral-7B-v0.2_base_withoutConfidence,0.5666666666666667,0.1333333333333333,0.5820554534594218,0.07202171824218,0.1419639507929484,cause_and_effect,2,Mistral-7B-v0.2,base_withoutConfidence,mistral,0.2,base,7
Mistral-7B-v0.3_base_withoutConfidence,0.5666666666666667,0.1333333333333333,0.5820554594198862,0.0720217034312977,0.1419639567534129,cause_and_effect,2,Mistral-7B-v0.3,base_withoutConfidence,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_withoutConfidence,0.7333333333333333,0.4666666666666665,0.6311285575230916,0.0908420308793916,0.1736976186434427,cause_and_effect,2,Mistral-Nemo-Base-2407,base_withoutConfidence,mistral,nemo,base,12
Mixtral-8x7B-v0.1_base_withoutConfidence,0.8333333333333334,0.6666666666666667,0.6435033897558848,0.0940537533490044,0.1898299435774485,cause_and_effect,2,Mixtral-8x7B-v0.1,base_withoutConfidence,mistral,0.1,base,13
Llama-2-7b-hf_base_withoutConfidence,0.5,0.0,0.5750234454870224,0.1103994832024523,0.1159861455361048,cause_and_effect,2,Llama-2-7b-hf,base_withoutConfidence,llama,2,base,7
Llama-2-13b-hf_base_withoutConfidence,0.5333333333333333,0.0666666666666666,0.6245269765456517,0.0923565064534846,0.1449421693881352,cause_and_effect,2,Llama-2-13b-hf,base_withoutConfidence,llama,2,base,13
Llama-3.1-8B_base_withoutConfidence,0.6333333333333333,0.2666666666666666,0.6077150195837021,0.068187288041769,0.0909670462210973,cause_and_effect,2,Llama-3.1-8B,base_withoutConfidence,llama,3.1,base,8
Meta-Llama-3-8B_base_withoutConfidence,0.5,0.0,0.6198447694381078,0.0901677017954952,0.1788484086592991,cause_and_effect,2,Meta-Llama-3-8B,base_withoutConfidence,llama,3,base,8
Llama-3.2-3B_base_withoutConfidence,0.5,0.0,0.6169275780518849,0.1025483434246426,0.1330197155475616,cause_and_effect,2,Llama-3.2-3B,base_withoutConfidence,llama,3.2,base,3
Qwen2.5-3B-Instruct_instruct_withoutConfidence,0.6,0.1999999999999999,0.9247881309244548,0.114128742076582,0.3936544589472556,cause_and_effect,2,Qwen2.5-3B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,3
Qwen2.5-7B-Instruct_instruct_withoutConfidence,0.9333333333333332,0.8666666666666667,0.9930362405384302,0.0332259089431033,0.0597029072050968,cause_and_effect,2,Qwen2.5-7B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,7
Qwen2.5-14B-Instruct_instruct_withoutConfidence,0.9666666666666668,0.9333333333333332,0.984463455759542,0.0841414509263778,0.0181354256196372,cause_and_effect,2,Qwen2.5-14B-Instruct,instruct_withoutConfidence,qwen,2.5,instruct,14
Qwen3-4B-Instruct-2507_instruct_withoutConfidence,0.7333333333333333,0.4666666666666665,0.9584982286404244,0.1049542154708299,0.247937061936312,cause_and_effect,2,Qwen3-4B-Instruct-2507,instruct_withoutConfidence,qwen,3,instruct,4
Mistral-7B-Instruct-v0.1_instruct_withoutConfidence,0.5666666666666667,0.1333333333333333,0.7187317786223985,0.1440113225791439,0.2986288990661648,cause_and_effect,2,Mistral-7B-Instruct-v0.1,instruct_withoutConfidence,mistral,0.1,instruct,7
Mistral-7B-Instruct-v0.2_instruct_withoutConfidence,0.8666666666666667,0.7333333333333334,0.9992435355256676,0.0023242468752025,0.1325768688590005,cause_and_effect,2,Mistral-7B-Instruct-v0.2,instruct_withoutConfidence,mistral,0.2,instruct,7
Mistral-7B-Instruct-v0.3_instruct_withoutConfidence,0.5333333333333333,0.0666666666666666,0.8723584692594416,0.1507217907989694,0.3693933480080742,cause_and_effect,2,Mistral-7B-Instruct-v0.3,instruct_withoutConfidence,mistral,0.3,instruct,7
Mistral-Nemo-Instruct-2407_instruct_withoutConfidence,0.5666666666666667,0.1333333333333333,0.7870822834193415,0.1391241160992469,0.2204156167526747,cause_and_effect,2,Mistral-Nemo-Instruct-2407,instruct_withoutConfidence,mistral,nemo,instruct,12
Llama-2-7b-chat-hf_instruct_withoutConfidence,0.3666666666666666,-0.2666666666666667,0.8758195980023404,0.1486499120944223,0.5091529313356735,cause_and_effect,2,Llama-2-7b-chat-hf,instruct_withoutConfidence,llama,2,instruct,7
Llama-2-13b-chat-hf_instruct_withoutConfidence,0.4666666666666667,-0.0666666666666666,0.8581022742704221,0.1524599851148283,0.4147302164444352,cause_and_effect,2,Llama-2-13b-chat-hf,instruct_withoutConfidence,llama,2,instruct,13
Meta-Llama-3.1-8B-Instruct_instruct_withoutConfidence,0.6666666666666666,0.3333333333333332,0.7489724050354604,0.1511157189020887,0.0935529773808733,cause_and_effect,2,Meta-Llama-3.1-8B-Instruct,instruct_withoutConfidence,llama,3.1,instruct,8
Llama-3.2-3B-Instruct_instruct_withoutConfidence,0.6,0.1999999999999999,0.8662527518421697,0.154647566309307,0.4745114486327008,cause_and_effect,2,Llama-3.2-3B-Instruct,instruct_withoutConfidence,llama,3.2,instruct,3
Meta-Llama-3-8B-Instruct_instruct_withoutConfidence,0.7666666666666667,0.5333333333333334,0.800085452621359,0.1644737444697462,0.1384401697431222,cause_and_effect,2,Meta-Llama-3-8B-Instruct,instruct_withoutConfidence,llama,3,instruct,8
Qwen2.5-3B_base_45,0.7969543147208121,0.5939086294416243,0.7874004344649727,0.1330221443508062,0.0276998547733132,CoLA,2,Qwen2.5-3B,base_45,qwen,2.5,base,3
Qwen2.5-3B_base_new_56,0.765,0.53,0.7341078600287437,0.1318100038772152,0.035507347881794,CoLA,2,Qwen2.5-3B,base_new_56,qwen,2.5,base,3
Qwen2.5-7B_base_45,0.8434343434343434,0.6868686868686869,0.8453711563288563,0.129126656122753,0.0255030222011335,CoLA,2,Qwen2.5-7B,base_45,qwen,2.5,base,7
Qwen2.5-7B_base_new_56,0.8,0.6000000000000001,0.7510003244876862,0.1230008931856015,0.055155336856842,CoLA,2,Qwen2.5-7B,base_new_56,qwen,2.5,base,7
Qwen2.5-14B_base_45,0.87,0.74,0.8871755826473237,0.1323344837615041,0.0304620361328124,CoLA,2,Qwen2.5-14B,base_45,qwen,2.5,base,14
Qwen2.5-14B_base_new_56,0.855,0.71,0.7842175281047821,0.1314086110172552,0.0707824718952178,CoLA,2,Qwen2.5-14B,base_new_56,qwen,2.5,base,14
Qwen3-4B-Base_base_45,0.815,0.6299999999999999,0.8632393527030945,0.1380413104220997,0.0738231658935546,CoLA,2,Qwen3-4B-Base,base_45,qwen,3,base,4
Qwen3-4B-Base_base_new_56,0.815,0.6299999999999999,0.796723044514656,0.1372148176451795,0.0271892035007477,CoLA,2,Qwen3-4B-Base,base_new_56,qwen,3,base,4
Qwen3-8B-Base_base_45,0.86,0.72,0.9014076870679856,0.1209556009940192,0.0515013819932937,CoLA,2,Qwen3-8B-Base,base_45,qwen,3,base,8
Qwen3-8B-Base_base_new_56,0.86,0.72,0.8052107924222947,0.1399561416683865,0.0575716024637222,CoLA,2,Qwen3-8B-Base,base_new_56,qwen,3,base,8
Qwen3-14B-Base_base_45,0.855,0.71,0.8172464507818222,0.1276875145690671,0.0429756271839142,CoLA,2,Qwen3-14B-Base,base_45,qwen,3,base,14
Qwen3-14B-Base_base_new_56,0.84,0.6799999999999999,0.8147967714071274,0.1311301391413626,0.0636676692962646,CoLA,2,Qwen3-14B-Base,base_new_56,qwen,3,base,14
Mistral-7B-v0.1_base_45,0.71,0.4199999999999999,0.61057746976614,0.0910099010180738,0.130311407148838,CoLA,2,Mistral-7B-v0.1,base_45,mistral,0.1,base,7
Mistral-7B-v0.1_base_new_56,0.59,0.1799999999999999,0.5782382376492023,0.0743506100296205,0.0228958009183406,CoLA,2,Mistral-7B-v0.1,base_new_56,mistral,0.1,base,7
Mistral-7B-v0.2_base_45,0.75,0.5,0.5778740288317203,0.0604029206915413,0.1721259711682796,CoLA,2,Mistral-7B-v0.2,base_45,mistral,0.2,base,7
Mistral-7B-v0.2_base_new_56,0.58,0.1599999999999999,0.5733874236047268,0.0605832862561042,0.0545364232361316,CoLA,2,Mistral-7B-v0.2,base_new_56,mistral,0.2,base,7
Mistral-7B-v0.3_base_45,0.75,0.5,0.5778740401566028,0.0604029197086488,0.1721259598433971,CoLA,2,Mistral-7B-v0.3,base_45,mistral,0.3,base,7
Mistral-7B-v0.3_base_new_56,0.58,0.1599999999999999,0.5733874322474003,0.0605832960497827,0.0545364181697368,CoLA,2,Mistral-7B-v0.3,base_new_56,mistral,0.3,base,7
Mistral-Nemo-Base-2407_base_45,0.655,0.31,0.6083659267425537,0.0917166565854126,0.0753331118822097,CoLA,2,Mistral-Nemo-Base-2407,base_45,mistral,nemo,base,12
